SKU,Descripcion,Categoria,Proveedor,PriceARS,StockQty
BLTBD1409,"Bocallave Profesional Crv 1/4"" 9 mm - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBD1410,"Bocallave Profesional Crv 1/4"" 10 mm - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBD1411,"Bocallave Profesional Crv 1/4"" 11 mm - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBD1412,"Bocallave Profesional Crv 1/4"" 12 mm - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBD1413,"Bocallave Profesional Crv 1/4"" 13 mm - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBD1414,"Bocallave Profesional Crv 1/4"" 14 mm - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBD312,"Bocallave Profesional Crv 1/2"" x 3/8"" - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBD314,"Bocallave Profesional Crv 1/2"" x 7/16"" - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBD316,"Bocallave Profesional Crv 1/2"" x 1/2"" - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBD318,"Bocallave Profesional Crv 1/2"" x 9/16"" - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBD319,"Bocallave Profesional Crv 1/2"" x 19/32"" - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBD320,"Bocallave Profesional Crv 1/2"" x 5/8"" - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBD322,"Bocallave Profesional Crv 1/2"" x 11/16"" - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBD324,"Bocallave Profesional Crv 1/2"" x 3/4"" - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBD326,"Bocallave Profesional Crv 1/2"" x 13/16"" - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBD328,"Bocallave Profesional Crv 1/2"" x 7/8"" - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBD330,"Bocallave Profesional Crv 1/2"" x 15/16"" - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBD332,"Bocallave Profesional Crv 1/2"" x 1"" - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBD334,"Bocallave Profesional Crv 1/2"" x 1 1/16"" - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBD336,"Bocallave Profesional Crv 1/2"" x 1 1/8"" - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBD340,"Bocallave Profesional Crv 1/2"" x 1 1/4"" - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBD3419,"Bocallave Profesional Hexagonal Crv 3/4"" x 19 - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBD3420,"Bocallave Profesional Hexagonal 3/4"" x 20 - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBD3421,"Bocallave Profesional Hexagonal Crv 3/4"" x 21 - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBD3422,"Bocallave Profesional Hexagonal Crv 3/4"" x 22 - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBD3423,"Bocallave Profesional Hexagonal Crv 3/4"" x 23 - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBD3424,"Bocallave Profesional Hexagonal Crv 3/4"" x 24 - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBD3425,"Bocallave Profesional Hexagonal 3/4"" x 25 - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBD3426,"Bocallave Profesional Hexagonal Crv 3/4"" x 26 - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBD3427,"Bocallave Profesional Hexagonal Crv 3/4"" x 27 - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBD3428,"Bocallave Profesional Hexagonal Crv 3/4"" x 28 - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBD3429,"Bocallave Profesional Hexagonal Crv 3/4"" x 29 - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBD3430,"Bocallave Profesional Hexagonal 3/4"" x 30 - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBD3432,"Bocallave Profesional Hexagonal Crv 3/4"" x 32 - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBD3433,"Bocallave Profesional Hexagonal Crv 3/4"" x 33 - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBD3434,"Bocallave Profesional Hexagonal Crv 3/4"" x 34 - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBD3435,"Bocallave Profesional Hexagonal Crv 3/4"" x 35 - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBD3436,"Bocallave Profesional Hexagonal Crv 3/4"" x 36 - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBD3438,"Bocallave Profesional Hexagonal Crv 3/4"" x 38 - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBD3440,"Bocallave Profesional Hexagonal Crv 3/4"" x 40 - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBD3441,"Bocallave Profesional Hexagonal Crv 3/4"" x 41 - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBD3442,"Bocallave Profesional Hexagonal Crv 3/4"" x 42 - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBD3444,"Bocallave Profesional Hexagonal Crv 3/4"" x 44 - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBD3446,"Bocallave Profesional Hexagonal Crv 3/4"" x 46 - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBD3448,"Bocallave Profesional Hexagonal Crv 3/4"" x 48 - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBD3450,"Bocallave Profesional Hexagonal Crv 3/4"" x 50 - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBD3455,"Bocallave Profesional Hexagonal Crv 3/4"" x 55 - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBD3460,"Bocallave Profesional Hexagonal Crv 3/4"" x 60 - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBD3465,"Bocallave Profesional Hexagonal Crv 3/4"" x 65 - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBD55,Bigornia 25 kg - Duroll,Varios,BlueTools,0,0
BLTBD7806LAC,Set 50 Accesorios Punta + Mecha + Allen - Black & Decker,Herramientas Electricas,BlueTools,0,0
BLTBDCV610LA,Aspiradora 610 ml 12 v - Black & Decker,Varios,BlueTools,0,0
BLTBDE108,"Bocallave Profesional Estriada Crv 1/2"" x 8 - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBDE110,"Bocallave Profesional Estriada Crv 1/2"" x 10 - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBDE111,"Bocallave Profesional Estriada Crv 1/2"" x 11 - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBDE112,"Bocallave Profesional Estriada Crv 1/2"" x 12 - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBDE113,"Bocallave Profesional Estriada Crv 1/2"" x 13 - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBDE114,"Bocallave Profesional Estriada Crv 1/2"" x 14 - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBDE115,"Bocallave Profesional Estriada Crv 1/2"" x 15 - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBDE116,"Bocallave Profesional Estriada Crv 1/2"" x 16 - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBDE117,"Bocallave Profesional Estriada Crv 1/2"" x 17 - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBDE118,"Bocallave Profesional Estriada Crv 1/2"" x 18 - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBDE119,"Bocallave Profesional Estriada Crv 1/2"" x 19 - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBDE120,"Bocallave Profesional Estriada Crv 1/2"" x 20 - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBDE121,"Bocallave Profesional Estriada Crv 1/2"" x 21 - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBDE122,"Bocallave Profesional Estriada Crv 1/2"" x 22 - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBDE123,"Bocallave Profesional Estriada Crv 1/2"" x 23 - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBDE124,"Bocallave Profesional Estriada Crv 1/2"" x 24 - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBDE125,"Bocallave Profesional Estriada Crv 1/2"" x 25 - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBDE126,"Bocallave Profesional Estriada Crv 1/2"" x 26 - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBDE127,"Bocallave Profesional Estriada Crv 1/2"" x 27 - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBDE128,"Bocallave Profesional Estriada Crv 1/2"" x 28 - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBDE129,"Bocallave Profesional Estriada Crv 1/2"" x 29 - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBDE130,"Bocallave Profesional Estriada Crv 1/2"" x 30 - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBDE132,"Bocallave Profesional Estriada Crv 1/2"" x 32 - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBDE1405,"Bocallave Profesional Crv 1/4"" 5/32"" - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBDE1406,"Bocallave Profesional Crv 1/4"" 3/16"" - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBDE1407,"Bocallave Profesional Crv 1/4"" 7/32"" - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBDE1408,"Bocallave Profesional Crv 1/4"" 1/4"" - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBDE1409,"Bocallave Profesional Crv 1/4"" 9/32"" - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBDE1410,"Bocallave Profesional Crv 1/4"" 5/16"" - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBDE1411,"Bocallave Profesional Crv 1/4"" 11/32"" - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBDE1412,"Bocallave Profesional Crv 1/4"" 3/8"" - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBDE1414,"Bocallave Profesional Crv 1/4"" 7/16"" - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBDE1416,"Bocallave Profesional Crv 1/4"" 1/2"" - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBDE312,"Bocallave Profesional Estriada Crv 1/2"" x 3/8"" - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBDE314,"Bocallave Profesional Estriada Crv 1/2"" x 7/16"" - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBDE316,"Bocallave Profesional Estriada Crv 1/2"" x 1/2"" - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBDE318,"Bocallave Profesional Estriada Crv 1/2"" x 9/16"" - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBDE319,"Bocallave Profesional Estriada Crv 1/2"" x 19/32"" - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBDE320,"Bocallave Profesional Estriada Crv 1/2"" x 5/8"" - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBDE322,"Bocallave Profesional Estriada Crv 1/2"" x 11/16"" - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBDE324,"Bocallave Profesional Estriada Crv 1/2"" x 3/4"" - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBDE326,"Bocallave Profesional Estriada Crv 1/2"" x 13/16"" - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBDE328,"Bocallave Profesional Estriada Crv 1/2"" x 7/8"" - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBDE330,"Bocallave Profesional Estriada Crv 1/2"" x 15/16"" - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBDE332,"Bocallave Profesional Estriada Crv 1/2"" x 1"" - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBDE334,"Bocallave Profesional Estriada Crv 1/2"" x 1 1/16"" - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBDE336,"Bocallave Profesional Estriada Crv 1/2"" x 1 1/8"" - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBDE340,"Bocallave Profesional Estriada Crv 1/2"" x 1 1/4"" - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBDERO100,Lijadora Orbital 180W - Black & Decker,Varios,BlueTools,0,0
BLTBDF35,Botin Seguridad Reforzado con Puntera Nro 35 - Duroll,Varios,BlueTools,0,0
BLTBDF36,Botin Seguridad Reforzado con Puntera Nro 36 - Duroll,Varios,BlueTools,0,0
BLTBDF37,Botin Seguridad Reforzado con Puntera Nro 37 - Duroll,Varios,BlueTools,0,0
BLTBDF38,Botin Seguridad Reforzado con Puntera Nro 38 - Duroll,Varios,BlueTools,0,0
BLTBDF39,Botin Seguridad Reforzado con Puntera Nro 39 - Duroll,Varios,BlueTools,0,0
BLTBDF40,Botin Seguridad Reforzado con Puntera Nro 40 - Duroll,Varios,BlueTools,0,0
BLTBDF41,Botin Seguridad Reforzado con Puntera Nro 41 - Duroll,Varios,BlueTools,0,0
BLTBDF42,Botin Seguridad Reforzado con Puntera Nro 42 - Duroll,Varios,BlueTools,0,0
BLTBDF43,Botin Seguridad Reforzado con Puntera Nro 43 - Duroll,Varios,BlueTools,0,0
BLTBDF44,Botin Seguridad Reforzado con Puntera Nro 44 - Duroll,Varios,BlueTools,0,0
BLTBDF45,Botin Seguridad Reforzado con Puntera Nro 45 - Duroll,Varios,BlueTools,0,0
BLTBDF46,Botin Seguridad Reforzado con Puntera Nro 46 - Duroll,Varios,BlueTools,0,0
BLTBE416,Engrampadora Neumatica 9-10 x 4-16 mm - Barovo,Bulonería,BlueTools,0,0
BLTBE616,Engrampadora Neumatica 12.8 x 6-16 mm - Duroll,Bulonería,BlueTools,0,0
BLTBEF,Engrasadora Neumatica + Flexible - Barovo,Sanitaria,BlueTools,0,0
BLTBEHT201K,Cortacerco 420W 20 v - Black & Decker,Varios,BlueTools,0,0
BLTBEHTS401,Cortacerco 500W 20 v - Black & Decker,Varios,BlueTools,0,0
BLTBEI4T20,Mecha Escalonada 4-20 - Barovo,Herramientas Electricas,BlueTools,0,0
BLTBEI4T32,Mecha Escalonada 4-32 - Barovo,Herramientas Electricas,BlueTools,0,0
BLTBEW220,Lijadora Orbital 150W - Black & Decker,Varios,BlueTools,0,0
BLTBEW712,Cepilladora Electrica 710W - Black & Decker,Varios,BlueTools,0,0
BLTBFAE,Fratacho Aluminio con Cabo 2.5 mt y Extensor 1.5 mt - Barovo,Albañilería,BlueTools,0,0
BLTBG12V105,Bateria Gel 12 v 105Ah,Varios,BlueTools,0,0
BLTBG12V125,Bateria Gel 12 v 125Ah,Varios,BlueTools,0,0
BLTBG24V65,Bateria Gel 24 v 65Ah,Varios,BlueTools,0,0
BLTBHFEA18D1,Aspiradora 500 ml 20 v BHFEA18D1 - Black & Decker,Varios,BlueTools,0,0
BLTBHPCC,Barrehojas Plastico Grande con Cabezal Limpieza Exterior,Varios,BlueTools,0,0
BLTBI1GUBA,Luminaria Unidireccional Exterior Oval Blanca - Etheos,Varios,BlueTools,0,0
BLTBI1GUGA,Luminaria Unidireccional Exterior Oval Gris - Etheos,Varios,BlueTools,0,0
BLTBI1GUNA,Luminaria Unidireccional Exterior Oval Negra - Etheos,Varios,BlueTools,0,0
BLTBI3940,Bota Industrial Negra T 39-40,Varios,BlueTools,0,0
BLTBI41,Bota Industrial Negra T 41,Varios,BlueTools,0,0
BLTBI42,Bota Industrial Negra T 42,Varios,BlueTools,0,0
BLTBI43,Bota Industrial Negra T 43,Varios,BlueTools,0,0
BLTBI44,Bota Industrial Negra T 44,Varios,BlueTools,0,0
BLTBI4546,Bota Industrial Negra T 45-46,Varios,BlueTools,0,0
BLTBILAA4,"Amoladora Angular 4 1/2"" 18 v - Barovo",Herramientas Electricas,BlueTools,0,0
BLTBILLIBL,"Llave Impacto 1/2"" 18 v - Barovo",Varios,BlueTools,0,0
BLTBILLT18,Luz Trabajo Ion Litio - Barovo,Varios,BlueTools,0,0
BLTBILMH,Multifuncion Litio 18 v - Barovo,Varios,BlueTools,0,0
BLTBILSC,Sierra Caladora 2400W Ion Li - Barovo,Sierras,BlueTools,0,0
BLTBILTP13,Taladro Percutor Atornillador 13 mm 18 v - Barovo,Herramientas Electricas,BlueTools,0,0
BLTBILTP13BL,Taladro Percutor 13 mm 18 v Sin Carbones - Barovo,Herramientas Electricas,BlueTools,0,0
BLTBIM510,Bulon Hexagonal Acero Inoxidable 5 x 10 mm,Varios,BlueTools,0,0
BLTBIM516,Bulon Hexagonal Acero Inoxidable 5 x 16 mm,Varios,BlueTools,0,0
BLTBKC4,Set Cinceles para Martillo Neumatico - Barovo,Martillos,BlueTools,0,0
BLTBL24V20,Bateria Litio 24 v 20Ah,Varios,BlueTools,0,0
BLTBLD1404,"Bocallave Larga Crv 1/4"" 4 mm - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBLD14045,"Bocallave Larga Crv 1/4"" 4.5 mm - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBLD1405,"Bocallave Larga Crv 1/4"" 5 mm - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBLD14055,"Bocallave Larga Crv 1/4"" 5.5 mm - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBLD1406,"Bocallave Larga Crv 1/4"" 6 mm - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBLD1407,"Bocallave Larga Crv 1/4"" 7 mm - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBLD1408,"Bocallave Larga Crv 1/4"" 8 mm - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBLD1409,"Bocallave Larga Crv 1/4"" 9 mm - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBLD1410,"Bocallave Larga Crv 1/4"" 10 mm - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBLD1411,"Bocallave Larga Crv 1/4"" 11 mm - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBLD1412,"Bocallave Larga Crv 1/4"" 12 mm - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBLD1413,"Bocallave Larga Crv 1/4"" 13 mm - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBLD1414,"Bocallave Larga Crv 1/4"" 14 mm - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBLD208,"Bocallave Larga Profesional Crv 1/2"" x 8 - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBLD209,"Bocallave Larga Profesional Crv 1/2"" x 9 - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBLD210,"Bocallave Larga Profesional Crv 1/2"" x 10 - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBLD211,"Bocallave Larga Profesional Crv 1/2"" x 11 - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBLD212,"Bocallave Larga Profesional Crv 1/2"" x 12 - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBLD213,"Bocallave Larga Profesional Crv 1/2"" x 13 - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBLD214,"Bocallave Larga Profesional Crv 1/2"" x 14 - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBLD215,"Bocallave Larga Profesional Crv 1/2"" x 15 - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBLD216,"Bocallave Larga Profesional Crv 1/2"" x 16 - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBLD217,"Bocallave Larga Profesional Crv 1/2"" x 17 - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBLD218,"Bocallave Larga Profesional Crv 1/2"" x 18 - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBLD219,"Bocallave Larga Profesional Crv 1/2"" x 19 - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBLD220,"Bocallave Larga Profesional Crv 1/2"" x 20 - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBLD221,"Bocallave Larga Profesional Crv 1/2"" x 21 - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBLD222,"Bocallave Larga Profesional Crv 1/2"" x 22 - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBLD223,"Bocallave Larga Profesional Crv 1/2"" x 23 - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBLD224,"Bocallave Larga Profesional Crv 1/2"" x 24 - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBLD225,"Bocallave Larga Profesional Crv 1/2"" x 25 - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBLD226,"Bocallave Larga Profesional Crv 1/2"" x 26 - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBLD227,"Bocallave Larga Profesional Crv 1/2"" x 27 - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBLD228,"Bocallave Larga Profesional Crv 1/2"" x 28 - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBLD229,"Bocallave Larga Profesional Crv 1/2"" x 29 - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBLD230,"Bocallave Larga Profesional Crv 1/2"" x 30 - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBLD232,"Bocallave Larga Profesional Crv 1/2"" x 32 - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBLD914,"Bocallave Larga Profesional Crv Bujia 1/2"" x 14 mm - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBLD916,"Bocallave Larga Profesional Crv Bujia 1/2"" x 16 mm - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBLD918,"Bocallave Larga Profesional Crv Bujia 1/2"" x 18 mm - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBLD920,"Bocallave Larga Profesional Crv Bujia 1/2"" x 5/8"" - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBLD921,"Bocallave Larga Profesional Crv Bujia 1/2"" x 21 mm - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBLD926,"Bocallave Larga Profesional Crv Bujia 1/2"" x 13/16"" - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBLDE1405,"Bocallave Larga Crv 1/4"" 5/32"" - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBLDE1406,"Bocallave Larga Crv 1/4"" 3/16"" - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBLDE1407,"Bocallave Larga Crv 1/4"" 7/32"" - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBLDE1408,"Bocallave Larga Crv 1/4"" 1/4"" - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBLDE1409,"Bocallave Larga Crv 1/4"" 9/32"" - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBLDE1410,"Bocallave Larga Crv 1/4"" 5/16"" - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBLDE1411,"Bocallave Larga Crv 1/4"" 11/32"" - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBLDE1412,"Bocallave Larga Crv 1/4"" 3/8"" - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBLDE1414,"Bocallave Larga Crv 1/4"" 7/16"" - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBLDE1416,"Bocallave Larga Crv 1/4"" 1/2"" - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBLI1,"Llave Impacto 1"" - Barovo",Varios,BlueTools,0,0
BLTBLI12,"Llave Impacto 1/2"" Doble Martillo - Barovo",Martillos,BlueTools,0,0
BLTBLI12KIT,"Kit Llave Impacto 1/2"" - Barovo",Juegos y Sets,BlueTools,0,0
BLTBLI34,"Llave Impacto 3/4"" - Barovo",Varios,BlueTools,0,0
BLTBLIP34,"Llave Impacto 3/4"" Doble Martillo - Barovo",Martillos,BlueTools,0,0
BLTBLRO,Lijadora Roto Orbital Neumatica - Barovo,Varios,BlueTools,0,0
BLTBLROA,Lijadora Roto Orbital Neumatica con Aspiradora - Barovo,Varios,BlueTools,0,0
BLTBLT,Baston Luminoso Led Señalizacion Transito - Kushiro,Iluminación,BlueTools,0,0
BLTBM14D,"Bocallave Magnetica 1/4"" Granel - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBM38D,"Bocallave Magnetica 3/8"" Granel - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBM516D,"Bocallave Magnetica 5/16"" Granel - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBMDIGQ75M,Maquina Destapacañeria S-125 - Barovo,Varios,BlueTools,0,0
BLTBMK1,Bomba Trasvase Rotativa - Kushiro,Varios,BlueTools,0,0
BLTBMN,"Martillo Neumatico 1/4"" - Barovo",Martillos,BlueTools,0,0
BLTBMT152CAR,Set 152 Piezas Maletin - Black & Decker,Juegos y Sets,BlueTools,0,0
BLTBMX1,Barniz Marino x 1 - Premier,Pinturas,BlueTools,0,0
BLTBMX12,Barniz Marino x 1/2 - Premier,Pinturas,BlueTools,0,0
BLTBMX20,Barniz Marino x 20 - Premier,Pinturas,BlueTools,0,0
BLTBMX4,Barniz Marino x 4 - Premier,Pinturas,BlueTools,0,0
BLTBP10R,Bidon Profesional 10 Lt Rojo - Duroll,Varios,BlueTools,0,0
BLTBP10X120,Mecha Widia 10 x 120 mm - Duroll,Herramientas Electricas,BlueTools,0,0
BLTBP12X150,Mecha Widia 12 x 150 mm - Duroll,Herramientas Electricas,BlueTools,0,0
BLTBP20R,Bidon Profesional 20 Lt Rojo - Duroll,Varios,BlueTools,0,0
BLTBP60D,Bomba Periferica 1/2 HP - Duroll,Varios,BlueTools,0,0
BLTBP6X100,Mecha Widia 6 x 100 mm - Duroll,Herramientas Electricas,BlueTools,0,0
BLTBP80D,Bomba Periferica 1 HP - Duroll,Varios,BlueTools,0,0
BLTBP8X120,Mecha Widia 8 x 120 mm - Duroll,Herramientas Electricas,BlueTools,0,0
BLTBPAMD,Set Barandas Seguridad para Andamio - Duroll,Juegos y Sets,BlueTools,0,0
BLTBPCLSQ10,"Bocallave Punta Cuadra Larga 100 mm Crv 1/2"" SQ10 - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBPCLSQ12,"Bocallave Punta Cuadra Larga 100 mm Crv 1/2"" SQ12 - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBPCLSQ6,"Bocallave Punta Cuadra Larga 100 mm Crv 1/2"" SQ6 - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBPCLSQ8,"Bocallave Punta Cuadra Larga 100 mm Crv 1/2"" SQ8 - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBPHD04,"Bocallave Punta Hexagonal Profesional Crv 1/2"" H4 - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBPHD05,"Bocallave Punta Hexagonal Profesional Crv 1/2"" H5 - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBPHD06,"Bocallave Punta Hexagonal Profesional Crv 1/2"" H6 - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBPHD07,"Bocallave Punta Hexagonal Profesional Crv 1/2"" H7 - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBPHD08,"Bocallave Punta Hexagonal Profesional Crv 1/2"" H8 - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBPHD10,"Bocallave Punta Hexagonal Profesional Crv 1/2"" H10 - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBPHD12,"Bocallave Punta Hexagonal Profesional Crv 1/2"" H12 - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTBPHD14,"Bocallave Punta Hexagonal Profesional Crv 1/2"" H14 - Duroll",Bocallaves y Dados,BlueTools,0,0
